player_id,player_name,position,team,opponent,offensive_play_caller,defensive_play_caller,play_caller_matchup_score,play_caller_historical_ppr,play_caller_sample_size,player_vs_defensive_caller_score,player_vs_defensive_caller_ppr,player_vs_defensive_caller_sample_size,model_score,position_rank,recommendation
11304,"E.J. Jenkins",TE,PHI,TEN,"Sean Mannion","Robert Saleh",50,,0,50,,0,18.4,115,SIT
8484,"Ko Kieft",TE,TB,CLE,"Zac Robinson","Mike Rutenberg",50,,0,50,,0,18.2,116,SIT
7602,"Kylen Granson",TE,TEN,PHI,"Brian Daboll","Vic Fangio",29,3.8,2,50,,0,17.4,117,SIT
11508,"Princeton Fant",TE,DAL,WAS,"Brian Schottenheimer","Daronte Jones",50,,0,50,,0,17.4,118,SIT
12357,"David Martin-Robinson",TE,TEN,PHI,"Brian Daboll","Vic Fangio",29,3.8,2,50,,0,15.4,119,SIT
13121,"Ben Yurosek",TE,MIN,CHI,"Kevin O'Connell","Dennis Allen",29,6.3,3,50,,0,14.9,120,SIT
13151,"Nick Kallerup",TE,SEA,ARI,"Brian Fleury","Nick Rallis",50,,0,30,0,1,14.6,121,SIT
7531,"Feleipe Franks",TE,CAR,ATL,"Brad Idzik","Jeff Ulbrich",50,,0,30,0,1,14.5,122,SIT
13122,"Carter Runyon",TE,LV,LAC,"Klint Kubiak","Chris O'Leary",50,,0,50,,0,14.4,123,SIT
8107,"Nikola Kalinic",TE,CHI,MIN,"Ben Johnson","Brian Flores",40,10.6,4,50,,0,14.2,124,SIT
11595,"Jared Wiley",TE,KC,IND,"Andy Reid","Lou Anarumo",38,10.05,4,33,1.7,1,13.5,125,SIT
